0,13
0,20
0,17
0,22
0,1235
0,45
0,30
0,23
0,26
0,27
0,25
0,24
0,1
0,6
0,3
0,2
0,4
0,18
0,44
0,12
0,136
0,371
0,141
0,370
0,372
0,94
0,334
0,55
0,305
0,104
0,238
0,2334
0,229
0,2335
0,2336
0,120
0,2375
0,2376
0,2379
0,392
0,2377
0,253
0,36
0,147
0,319
0,42
0,144
0,149
0,2378
0,222
0,393
0,387
0,388
0,130
0,389
0,125
0,254
0,256
0,416
0,417
0,425
0,424
0,151
0,239
0,75
0,109
0,255
0,76
0,9
0,29
0,237
0,16
0,28
0,320
0,138
0,275
0,251
0,437
0,145
0,143
0,150
0,510
0,124
0,511
0,509
0,390
0,2818
0,2817
0,2819
0,2823
0,113
0,436
0,7
0,247
0,5
0,116
0,281
0,292
0,286
0,117
0,105
0,115
0,96
0,246
0,547
0,551
0,549
0,552
0,548
0,550
0,588
0,553
0,554
0,49
0,102
0,132
0,98
0,3058
0,3059
0,3056
0,3060
0,158
0,3057
0,119
0,284
0,108
0,830
0,165
0,508
0,183
0,164
0,228
0,252
0,287
0,282
0,176
0,356
0,245
0,8
0,336
0,355
0,910
0,85
0,97
0,911
0,307
0,415
0,172
0,980
0,175
0,32
0,140
0,1016
0,357
0,161
0,333
0,270
0,34
0,35
0,146
0,184
0,285
0,306
0,121
0,15
0,110
0,142
0,1110
0,328
0,56
0,833
0,1014
0,103
0,3729
0,3731
0,3732
0,3726
0,3730
0,160
0,3728
0,159
0,3727
0,163
0,3836
0,3837
0,10
0,11
0,14
0,118
0,127
0,177
0,257
0,0
0,122
0,37
0,114
0,123
0,99
0,180
0,1234
0,1236
0,162
0,207
0,206
0,751
0,354
0,3899
0,3900
0,3915
0,3917
0,3918
0,3916
0,1015
0,4034
0,4036
0,1017
0,77
0,4053
0,4054
0,587
0,21
0,19
0,101
0,168
0,831
0,50
0,349
0,129
0,391
0,1355
0,1352
0,4164
0,4167
0,4166
0,41
0,1237
0,4165
0,137
0,166
0,188
0,209
0,4213
0,4216
0,4217
0,4221
0,4228
0,4230
0,277
0,4215
0,128
0,4224
0,4222
0,1354
0,4220
0,43
0,337
0,4246
0,4245
0,157
1,31
1,52
1,71
2,38
2,39
2,82
2,83
2,84
3,40
3,48
3,2434
3,2557
3,3229
4,198
4,202
4,342
4,46
4,200
5,54
5,47
5,53
5,59
5,60
5,131
6,51
7,57
8,178
8,227
8,358
8,497
8,499
8,498
8,58
8,1050
8,1422
8,1124
8,2720
8,1542
8,2792
8,2439
8,2815
8,2447
8,1102
9,268
9,90
9,81
9,61
9,62
9,63
9,65
10,638
10,2393
10,64
10,70
10,659
11,67
12,69
13,72
14,78
15,79
15,173
15,220
15,107
15,224
15,218
15,295
15,259
15,297
15,296
15,1151
15,219
15,1153
15,1149
15,1419
15,1152
15,1150
15,2843
15,3368
16,1772
16,80
17,359
17,323
17,86
17,3297
17,525
18,89
18,91
18,126
18,148
18,156
19,92
20,100
20,376
21,111
22,112
22,1206
23,133
24,134
24,3335
24,3336
25,135
25,139
26,153
26,152
27,154
27,1497
27,1617
27,1317
27,1474
27,1498
27,1665
27,1331
27,4380
28,155
29,169
30,170
31,171
32,210
32,369
32,433
32,849
32,851
32,853
32,939
32,951
32,174
32,1837
32,2347
33,181
33,1519
33,1525
34,182
35,1759
35,186
35,413
36,442
36,265
36,440
36,289
36,189
36,590
36,884
36,414
36,705
36,885
36,916
36,1178
36,1179
36,890
36,1220
36,1181
36,1221
36,1374
36,1065
36,1223
36,1182
36,1638
36,1185
36,1377
36,1224
36,2224
36,1888
36,2067
36,1890
36,2438
36,2990
36,2189
37,190
38,191
39,193
39,194
39,195
39,1260
39,1416
39,2214
39,4044
39,4045
39,4046
39,4043
40,201
41,203
42,204
43,211
44,212
45,214
46,216
47,217
48,221
49,225
50,449
50,453
50,444
50,471
50,461
50,582
50,759
50,241
50,599
50,748
50,749
50,586
50,764
50,250
50,725
50,950
50,760
50,723
50,814
50,994
50,997
50,952
50,987
50,991
50,985
50,966
50,996
50,1037
50,1435
50,1478
50,1329
50,226
50,304
50,313
50,324
50,335
50,310
50,1506
50,1505
50,1747
50,1724
50,1794
50,1715
50,1682
50,1800
50,2164
50,2110
50,926
50,2035
50,2229
50,2251
50,2260
50,2058
50,2292
50,1499
50,2444
50,2552
50,2556
50,2615
50,2511
50,2524
50,2627
50,1363
50,1494
50,1330
50,2055
50,1485
50,2739
50,3038
50,776
50,2876
51,230
52,698
52,701
52,702
52,703
52,311
52,699
52,231
52,1909
52,1913
52,1918
52,1919
52,1920
52,1921
52,1922
52,1923
52,2245
52,2247
52,2248
52,2295
52,2526
52,2528
52,2864
52,2865
52,2866
52,2913
52,2915
52,3423
52,3424
53,462
53,234
53,838
53,882
53,646
53,232
53,235
53,1573
53,1941
53,2322
53,2369
53,1893
53,2368
53,2367
53,2515
53,2516
53,1870
53,2078
53,2607
53,2608
53,2194
53,2126
53,2155
53,1785
53,2365
53,2071
53,2576
53,2610
53,2554
53,2329
53,2606
53,2572
53,2573
53,2896
53,2611
53,2211
53,2617
53,1568
53,2268
53,2893
53,3213
53,3228
53,3226
53,2945
53,2694
53,2996
53,2759
53,1297
53,2728
53,2765
53,3479
53,3483
53,2756
53,3330
53,3078
53,3136
53,3433
53,3545
53,2933
53,2814
53,2905
53,3550
53,3233
53,3386
53,3913
53,3242
53,3485
53,3619
53,3477
53,3923
53,3664
53,3757
53,3662
53,3754
53,3551
53,2952
53,3639
53,3742
53,2715
53,3921
53,3756
53,3811
53,3455
53,4060
53,4276
54,233
54,278
55,383
55,557
55,756
55,934
55,967
55,434
55,435
55,754
55,755
55,965
55,930
55,314
55,545
55,931
55,927
55,969
55,758
55,1201
55,1202
55,1205
55,386
55,1341
55,1343
55,1244
55,1402
55,1407
55,1408
55,1418
55,242
55,1812
55,1760
55,1977
55,1978
55,1878
55,1976
55,1980
55,1981
55,529
55,2922
55,2676
55,2921
55,2237
55,2238
55,3092
55,2239
55,2675
55,2240
55,2918
55,3105
55,3093
55,3095
55,3094
55,3096
55,3097
56,411
56,243
56,409
56,410
56,412
56,1004
56,2936
56,2937
56,2938
56,2944
56,2946
56,2949
56,2951
56,2953
56,2955
56,2956
56,2957
56,2963
56,2965
56,2989
56,3126
57,244
58,418
58,507
58,248
58,2158
58,484
58,485
58,2609
58,4292
58,2525
58,2638
58,1294
58,2660
58,1218
58,431
58,3012
58,4333
58,2844
58,2942
58,2671
58,1895
58,3235
58,2039
58,3293
58,4262
58,2940
58,3869
58,4260
58,4259
58,1532
59,258
60,260
61,1613
61,264
62,266
63,267
63,946
64,394
64,271
64,300
65,350
65,365
65,317
65,272
65,362
65,381
65,404
65,420
65,643
65,948
65,919
65,1112
65,598
65,1852
65,1768
65,3603
66,273
66,1042
66,1835
67,274
68,290
68,2895
69,291
70,298
70,1097
71,301
71,741
71,332
71,2338
71,331
71,2563
71,3111
71,2533
71,3110
71,3112
71,3130
71,3204
71,3219
71,3556
71,3488
71,3527
71,3991
72,303
72,455
72,1135
72,456
72,1780
73,312
74,315
74,1946
75,316
76,318
77,322
78,1189
79,326
80,327
81,664
81,668
81,667
81,666
81,665
81,329
81,330
81,1689
81,1686
81,1687
81,1688
81,1690
81,1691
81,1695
81,1700
81,1701
81,1696
81,1697
81,3182
81,3183
81,3181
82,338
83,339
84,341
85,344
85,1215
85,1216
85,4207
86,621
86,345
86,364
86,765
86,363
86,632
86,2568
86,1440
86,1339
86,1797
87,346
87,353
87,567
88,347
89,1593
89,1584
89,1540
89,1551
89,1585
90,351
90,2297
90,2914
90,3075
90,1961
90,2595
90,2687
91,352
92,360
93,361
94,366
95,536
95,537
95,539
95,541
95,367
95,540
95,670
95,1605
95,1607
95,1608
95,1610
95,1611
95,2969
95,2970
95,2971
95,3087
95,3088
95,3090
95,3091
95,3100
95,3103
96,368
96,495
96,1777
96,1778
96,1779
97,373
97,1134
97,2463
98,374
99,375
100,377
100,399
100,432
100,771
100,779
100,408
100,604
100,922
100,923
100,524
100,530
100,873
100,1117
100,1119
100,648
100,1142
100,1173
100,1370
100,1371
100,1372
100,1041
100,1373
100,809
100,2068
100,1618
100,2267
100,1614
100,2270
100,2273
100,2271
100,1782
100,2637
100,1633
100,2641
100,2852
100,1631
100,2853
100,2806
100,1903
100,1678
100,2846
100,1677
100,3270
100,3275
100,3283
100,2644
101,378
101,379
101,1592
101,2134
101,1723
101,2030
101,2851
101,2849
101,2850
101,2982
101,3197
101,3752
102,380
102,861
102,656
102,2751
102,3272
102,3251
102,3314
102,3199
102,3253
102,3298
103,382
104,384
105,385
106,487
106,488
106,1261
106,3553
107,396
107,490
107,1518
107,1692
108,397
109,398
109,1239
109,2029
109,1904
109,1833
109,2181
109,2481
109,2487
109,2478
109,2862
109,2863
109,2859
109,2469
109,3072
109,3375
109,3650
109,3541
109,3645
109,3643
109,3089
109,3955
110,400
111,401
111,1430
111,2023
111,2992
112,402
113,403
114,405
115,406
116,419
116,407
116,711
116,1099
116,1658
116,1602
116,2201
116,2746
116,2984
116,3586
117,421
118,422
119,423
120,427
120,880
121,428
121,2407
122,429
123,430
124,438
125,439
125,720
126,441
126,579
126,925
126,1656
126,1655
127,443
128,445
129,447
130,448
130,2482
131,810
131,450
131,719
131,2310
131,2621
131,3447
132,451
132,894
132,1841
132,2000
132,2046
132,2639
132,3037
133,452
134,454
134,637
134,477
134,860
134,2159
135,458
136,459
136,460
136,2011
136,2699
136,3166
136,3400
137,463
138,464
139,465
139,706
139,1461
139,1639
139,1793
140,466
140,2891
141,467
142,468
142,956
142,474
142,989
142,1928
142,1855
142,3271
142,2976
142,3783
143,472
143,515
143,469
143,662
143,802
143,839
143,902
143,940
143,1103
143,1137
144,470
144,570
144,571
144,688
144,986
144,875
144,1318
144,1732
144,2943
145,473
146,475
146,491
146,2468
146,2475
146,2698
147,476
148,478
148,1211
148,3463
148,3883
148,3882
149,479
150,480
151,481
151,618
151,619
151,800
151,825
151,869
151,870
151,1047
151,1769
151,2263
151,2431
151,2544
151,2581
151,2829
151,3024
151,3165
151,3633
151,3678
152,482
152,674
152,676
152,677
152,917
152,976
152,1143
152,1144
152,1145
152,1180
152,1803
152,1880
152,1882
152,1881
152,2123
152,2122
152,2185
152,2186
152,2187
152,2546
152,3003
152,3004
153,483
153,872
153,1156
153,2056
153,1849
154,486
154,2547
154,3180
155,489
155,957
155,959
155,1141
